ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Scraped Tweet ID
08-119,16/05/23 01:44:18,https://twitter.com/seddasa/status/1448847879007768576,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@seddasa,sed dasa,,Identified,04/09,981,123,,@MaxBlumenthal She is fake news spreader.. she is shouting of freedom of speech but her rappler as fb fact checker is censoring people who are against their agenda.,,"Text, Reply",15/10/21 03:07,,Rational,2,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,880
08-120,15/05/23 06:36:48,https://twitter.com/Sarisar23771336/status/1448338312414916614,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Sarisar23771336,Sari sari,NEVER FEAR 🇺🇸🇵🇭 👊🏼✌🏻      “New Society Moral Regeneration for a Strong Republic”,Anonymous,08/21,187,102,,People of the Philippines don’t trust Rappler the fake news machinery! Let’s all think that credibility is a matter of truthfulness tha most people don’t see In Rappler….,,"Text, Quote Tweet",13/10/21 17:22,,Rational,2,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,886
08-121,16/05/23 01:46:7,https://twitter.com/AngelCo32599033/status/1447953518535450624,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@AngelCo32599033,Angel Corpuz❤💚,,Identified,06/20,606,309,,@PrinceOffVoice @AltABSCBN @bongbongmarcos Tanga yan.palibhasa reyna ng npa ang pnpaniwalaan nyan gung gung inutil lagi nka kontra parang yung kandidato nya.plibhasa alang nagawa absent nnman.para kng rappler fake news lagi ang dala hahahahaha kawawa nman kayo puro nalang kau panloloko pandaraya at paninira,,"Text, Reply",10/12/21 15:53,,Emotional,3,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,896
08-122,16/05/23 01:46:7,https://twitter.com/Jhayque1/status/1447384641493635077,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Jhayque1,Jhayque,,Anonymous,06/21,5,0,,@ogie_rosa Sayang saya anu???pinagbubunyi niyo pagkapanalo niya..ndi naman siya pilipino...maria ressa fake news rappler ay isa pong american-indonesian citizen,,"Text, Reply",10/11/21 02:12,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,905
08-123,15/05/23 06:33:28,https://twitter.com/alesterteng/status/1446644032122220547,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@alesterteng,Alester Teng,"IF IT'S FOR FREE, IT'S FOR ME!",Identified,07/09,352,350,General Santos City,"@Pesarap @DonaldDakz Tanong mo sa rappler, galing mang fake news yan eh. Nanalo pa. Manipulative btches! Hahaha",,"Text, Reply",10/09/21 01:09,,Emotional,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,918
08-124,15/05/23 21:38:47,https://twitter.com/Yelle007/status/1297525147096645632,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Yelle007,Burger Ranger 🍔✌️😊,Rebel without a clue.,Anonymous,06/16,1722,1552,Far Out,"@TishaCM @CeasarPepito If it's from rappler, it must be fake news.",,"Text, Reply",23/08/20 13:24,,Rational,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,924
08-125,15/05/23 06:30:53,https://twitter.com/altheapamelaD/status/1446008605480669186,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@altheapamelaD,Althea De Leon,Love always wins!,Anonymous,08/20,147,36,,@JanJalanyyyy @sy_todd @ABSCBNNews Sorry your IQ is much lower than i thought. What I meant was RAPPLER and ABSCBN are the fake news center of the PH. We all have to be careful. Tama si dick. Ingat sa fake news talaga.,,"Text, Reply",10/07/21 07:04,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,931
08-126,19/04/23 01:14:00,https://twitter.com/Carloyeee/status/1445388371031957508,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Carloyeee,Carisssss J.,,Anonymous,09/21,227,147,,"@rapplerdotcom #BBMIsMyPresident2022 🇵🇭✌️

Ipasara na tong rappler puro fake news naman!",,"Text, Reply",10/05/21 14:00,,Rational,0,0,3,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project","No bio

No location",936
08-127,15/05/23 21:38:47,https://twitter.com/armando_domo/status/1302849703160107009,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@armando_domo,Mandy Domz,,Identified,07/20,438,267,,"Ang online fake news purveyor na Rappler,, biglang maka Kalikasan.. himala..",,Text,07/09/20 6:02,,Emotional,3,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,939
08-128,15/05/23 06:30:09,https://twitter.com/prettyghie1/status/1441190985841537027,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@prettyghie1,LOVEYOU ❤️,simply happy,Anonymous,01/18,215,88,hsinchu taiwan,@canete_darwin hahaha rappler pa talga ha? ano yan para masabihan na fake news or naglunok na ng pride kasi wala silang laban kay pduts 😂👊🏻😂,,Text,24/09/21 00:01,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,947
08-129,15/05/23 21:36:25,https://twitter.com/KhayriRRW/status/1306476246973308928,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@KhayriRRW,KHAYRI R.R. WOULFE,Author. Writer. Researcher. Graphic Artist. Digital Journalist. Diversity and Equality Advocate. They/Them. Editor @FlippinFlipNews,Identified,04/17,22507,28317,#KhayriWasHere,"Ano kamo? Solid DDS at Duterte supporter si VocalistVodka/Ma Cristine Manahan? E bakit niya ginagamit sa paninira ang article ng Rappler? Rappler na madalas maglabas ng fake news laban sa Presidente at sa supporters niya. Dilawan yang Vodka na yan. 😆
https://t.co/2Sk6AsDEXV",,"Text, Image",17/09/20 06:13,,Emotional,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,954
08-130,15/05/23 06:28:27,https://twitter.com/ioannesesledieu/status/1426321268278763526,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@ioannesesledieu,G ᴀ ʙ ʙ ʏ🌴| 𝐅𝐈𝐋𝐈𝐏𝐈𝐍𝐎 𝐅𝐈𝐑𝐒𝐓,"𝐈𝐌𝐏𝐄𝐑𝐈𝐀𝐋 𝐏𝐇𝐈𝐋𝐈𝐏𝐏𝐈𝐍𝐄𝐒

Naturalist 🌱 • Ultra-Nationalist • Stoic • Marcos Loyalist •",Anonymous,09/15,309,224,"Manila, Philippines","Why would Rappler and ABS-CBN advocate for the decriminalization of libel?

Because fakenews is their livelihood.",,Text,13/08/21 23:14,,Rational,40,0,11,1,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,961
08-131,15/05/23 21:34:56,https://twitter.com/KutingKuting8/status/1308687572449853440,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@KutingKuting8,Kuting and 1 million cats,Pusang tahimik na nagmamatyag sa bubong,Anonymous,07/20,102,3,,@teddycasino Thank you rappler at vera files mga number 1 sa pagpapakalat ng fakenews kunyari for freedom of expression pero pag sila sinita itatake down nila lahat ng page na against sa kanila,,"Text, Reply",23/09/20 08:40,,Emotional,6,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,969
08-132,19/04/23 04:21:50,https://twitter.com/IlIllIIlllIllII/status/1417955854150606849,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@IlIllIIlllIllII,IIIIllllllIIIIIlllll,"This is a troll account, bayaran, pulangaw and etc. 😛😜🤪🤣❤️💚✌️👊",Anonymous,02/15,336,48,"Lungsod ng Quezon, Pambansang",@oh_allen0h @rapplerdotcom Aaay Oo nga! muntik ng mag delete ng post ang Rappler... takot ang enabler ng fake news!?👊😂😂,,"Text, Reply",21/07/21 21:13,,Emotional,1,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,973
08-133,19/04/23 01:36:48,https://twitter.com/MargarethMiche6/status/1415860108743958529,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@MargarethMiche6,Brian Tantoco,I want to go to Brussels and spend my whole life there.,Anonymous,04/20,1764,1109,,@rapplerdotcom This is soooo fake news from basurang rappler. Napakabasura magbalita ng walang kwentang news outfit daw!,,"Text, Reply",16/07/21 02:25,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",No location,975
08-134,15/05/23 06:27:57,https://twitter.com/cassandra143442/status/1414831074560167939,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@cassandra143442,casey,i love myself Just the way I am!,Anonymous,01/19,1778,1135,,@paengLopez @llanescajourno Anng idedefend? Ung fake news ng GMA 🤣🤣🤣🤣 fake news ng rappler?Putang ina mo din dw https://t.co/J2uSQkUX2J,,"Text, Reply, Image",13/07/21 06:16,,Emotional,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,977
08-135,15/05/23 21:26:50,https://twitter.com/tweetmetomcruz/status/1312961313715314688,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@tweetmetomcruz,TomCruz,"Entrepreneur, Economist, Patriot",Identified,11/09,2044,3483,Kyusi,"@ParliamentEU Stop reading Rappler &amp; Facebook posts. Your news report is full of fake &amp; false reports. You should be more discerning. Btw, Leila de Lima is a product of drug cartel politics &amp; Maria Ressa is facing libel case filed by a private citizen.
https://t.co/9hJhMOX1Dm",,"Text, URL",05/10/20 3:42,,Rational,0,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,984
08-136,15/05/23 06:25:19,https://twitter.com/budz_delz2005/status/1404038759528615936,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@budz_delz2005,Aulderon,,Anonymous,06/11,124,33,Republic of the Philippines,@rapplerdotcom Kinahihiya nila maging parte ng mga salot at walang silbi ng lipunan 😅🤪 rappler kaalayado ng mga walanghiya ng lipunan at nagkakalat ng fake news 😹🤪,,"Text, Reply",13/06/21 11:31,,Rational,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,991
08-137,15/05/23 06:24:47,https://twitter.com/TeejhLopez/status/1390617379537833992,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@TeejhLopez,Teejh Al Anduni,,Anonymous,11/17,91,8,,@ClintonRamos18 @RealMochaUson Si Inday Rappler Ressa po ang FAKE NEWS QUEEN gaga!,,"Text, Reply",07/05/21 10:39,,Emotional,3,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1006
08-138,16/05/23 00:17:39,https://twitter.com/niknok81987824/status/1383672724250238979,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@niknok81987824,@niknok,Wine and Vinyl record  enthusiasts,Anonymous,11/19,264,21,,Rappler as its best- fake news purveyor!,,"Text, Reply (Quote Tweet)",18/04/21 06:44,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1013
08-139,15/05/23 21:25:47,https://twitter.com/AriesZuniga5/status/1327604173999902721,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@AriesZuniga5,Aries Zuniga,#maypresidentisduterte/ oustlenie/ Qatar OFW Support for Duterte,Identified,09/19,1059,63,,@rapplerdotcom @GVoyID wla nmn kasi alam yan nanunuod lng yan sa mga rappler at sa mga fake news,,"Text, Reply",14/11/20 13:27,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1014
08-140,19/04/23 01:27:21,https://twitter.com/LiberalHunter10/status/1380516150254174209,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@LiberalHunter10,Lenlen Dami Balakubak😂😂,"#KayLeniTalo
#KayLeniTalo",Anonymous,09/20,917,962,,@FridayManahan @proudly__pinay @WongLi2515 @GoldDaMalditass @Tweety_Bird_Day @miguel_nvl @thelightmom @loidasandiego77 @kitsuneMaisonn @Yelle007 @YanMarcelo15 @Athelstan_YO @AkoLangT0Kalma @CharmingVirago @MotherGothel @LoVe_MeOw_24 Congrats rappler hahaha pag ka fake news talga umubra hahahaa https://t.co/UKFk44rb8B,,"Text, Reply, Image",09/04/21 13:41,,Rational,2,0,0,0,,,"OP implies that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",No location,1017
08-141,15/05/23 06:23:50,https://twitter.com/DuenosL/status/1379040586653519873,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@DuenosL,Aling_Ono,,Anonymous,01/14,74,135,,Nag Fake news na naman itong RAPPLER,,"Text, Quote Tweet",05/04/21 11:57,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1021
08-142,16/05/23 00:20:13,https://twitter.com/JonasRodriquez9/status/1376120914841006080,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@JonasRodriquez9,Jonas Rodriquez,,Identified,12/20,6,0,,@rapplerdotcom Basta rappler certified fake news..,,"Text, Reply",28/03/21 10:36,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1028
08-143,15/05/23 21:23:47,https://twitter.com/Covid1943181448/status/1331678932194664448,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Covid1943181448,Covid-19,Laboratory and Scientific Equipments Service Engineer.,Anonymous,03/20,75,8,,"@rapplerdotcom Fake news at malicious ka na naman Rappler, ang sabi ng Deped they welcome the initiative but the OVP must provide details, it did not approved or disapproved it.",,"Text, Reply",25/11/20 19:19,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1029
08-144,15/05/23 06:22:49,https://twitter.com/miguelmigz4/status/1367756668830765056,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@miguelmigz4,miguel,God please give me Patience; If you give me Strength i will just punch them in the face...,Anonymous,01/21,24,1,,"@piaranada hoy...fakenews media na rappler alam ba ninyo kung saan pa galing si PRRD kahapon, galing pa siyang valenzuela at bulakan, bulacan...para sa inaguration ng mga bagong school buildings sa mga naturang paaralan..busy ang presidente di tulad ng puppet ninyong walang alam. https://t.co/Xcbs8Be5kQ",,"Text, Reply, Image",05/03/21 8:39,,Emotional,3,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1036
08-145,15/05/23 20:01:27,https://twitter.com/NoliMTangere1/status/1342680785317486593,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@NoliMTangere1,Noli M Tangere,,Anonymous,06/11,121,4,,"@rapplerdotcom GAGO!! You Guys are part of the problem.. not all PNP are violators, few are.  But you Rappler is a fake news!!",,"Text, Reply",26/12/20 03:56,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1044
08-146,15/05/23 06:20:22,https://twitter.com/Gelos_world/status/1360163526845759498,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Gelos_world,𝐺𝐸𝐿𝑂 𝑇𝑅𝐸𝑀𝐸𝐷𝐴𝐿 シ︎,"𝐈𝐕𝐎𝐒 • 𝐁𝐀𝐁𝐘𝐌𝐄𝐓𝐀𝐋 • 𝐌𝐍𝐋48 |
🇵🇭 • 25 •  𝚁𝚊𝚗𝚍𝚘𝚖𝚗𝚎𝚜𝚜 𝚃𝚠𝚎𝚎𝚝𝚜. 
Live Simple. Choose to be happy. 
youtube.com/channel/@Gelos…",Identified,08/17,1903,481,"Las Pinas City, National Capit","@rapplerdotcom Rappler! Rappler! Rappleeeeeerrr! 

Sinagad na talaga pagiging demonyo no? Napaka husay mo mag sulat ng article @paterno_II ganyan ba talaga mandato sa inyo ni @mariaressa ang mag kalat ng fake news? Alam nyo kayo lng ung nag-iisang LEGIT FAKE NEWS ORGANIZATION https://t.co/WQWMBDN903",,"Text, Reply, Image",12/02/21 9:47,,Rational,2,2,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1051
08-147,15/05/23 20:01:27,https://twitter.com/PinagpalangAnak/status/1355781652874747906,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@PinagpalangAnak,Bogz,"Purely pag-ibig💏 lang... nothing more!
#ProudFamilyMan👨‍👩‍👧 #ProudDu30Supporter🇸🇽👊👊🇸🇽
#DDSForLife👊👊👊
#GinebraFanSince1986🏀⛹️‍♀️",Anonymous,04/18,667,801,,"@thelightmom Yes pede! 

I nominate these trustworthy people

Pres: Lugaw
Vp: Jim Jakolerz
Secretary: Baklang Baraan
Sergeant at arms: Trililing
Muse: A toss up between PAB Ogre &amp; Ressa fakenews rappler
Treasurer: Someone from CBCP",,"Text, Reply",31/01/21 07:35,,Emotional,9,3,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1059
08-148,16/05/23 00:26:27,https://twitter.com/jhsunshinee_/status/1349415560484843520,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@jhsunshinee_,jh⁷🧈,Wherever ; Together ||  #BTSARMY ,Anonymous,07/20,1918,1327,,And you Rappler you've made a wrong news like wth why did you put GODDAMN tBs thing and include the fandom for that motherfucking FAKE NEWS!???,,Text,13/01/21 17:58,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1066
08-149,19/04/23 04:13:57,https://twitter.com/KamaoNiJuan/status/1344139007307857920,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@KamaoNiJuan,Pilipinas Sentinel,Kamao Ni Juan supports ❤️BBM-SARA💚. Thank you very much po sa mga nag-follow at nag-follow back sa akin.,Anonymous,04/20,1264,1151,Republic of the Philippines,@rapplerdotcom RAPPLER: THE FAKE NEWS PORTAL,,"Text, Reply",30/12/20 04:31,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1072
